Title,Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
Tesla Stock Slips as Q1 Deliveries Fall Short of Estimates,"04/02/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Washington’s EV sales far short of next year's state mandate,"04/02/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
News India pre-empts tariffs with import 'sweetener' for US cars and motorbikes,"04/02/2025, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"2025 EV Sales So Far: GM Wins, Tesla Loses","04/02/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla stock price today: Why is TSLA facing a drop on April 2, 2025?","04/02/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla Sales Crash 13%, Tesla Stock Rises 5% — Why?","04/02/2025, 07:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
US Carmakers Crush It On Q1 EV Sales (Except You-Know-Who),"04/02/2025, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Lithium Prices Drop—What It Means for EV Batteries & Global Supply Chains,"04/02/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Musk fails to flip top Wisconsin court amid Tesla lawsuit over dealerships,"04/02/2025, 07:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
"Electric dreams, political nightmares: Tesla is losing the market because of Elon Musk","04/02/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla China-made EV sales fall 11.5% in March as competition rises,"04/02/2025, 12:26 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Electric Vehicle Rivalries Heat Up As XPeng Leads The Charge,"04/02/2025, 01:26 PM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla Sales Drop to Lowest Since 2022 Amid Musk Backlash,"04/02/2025, 04:04 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Water Scarcity Threatens Lithium Supply for EV Batteries,"04/02/2025, 06:00 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, April 2, 2025: Stocks Plunge in Extended Trading After Rising Ahead of Trump Tariff Announcement","04/03/2025, 12:39 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tech research firm once again predicts BYD will overtake Tesla in global BEV market share (for real this time),"04/03/2025, 07:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Trump tariff stock market crash: Apple, Amazon, Nike, Shopify, Tesla, Walmart shares plummet","04/03/2025, 07:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
Elon Musk took a chainsaw to the US government. Tesla is taking the hit.,"04/03/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Stock: What To Expect With Their Delivery Numbers Report,"04/03/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Cybertruck’s recall fix is a joke that leaves burn mark and gap,"04/03/2025, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
NYC Comptroller Pursues Lawsuit Against Tesla and Musk for Stock Plunge,"04/03/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Global EV Sales — 1.2 Million Units in February, 49% Growth YoY","04/03/2025, 11:18 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Why Tesla Stock Is Crashing Today -- It's Not Just Trump's Tariffs,"04/04/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Moore issues executive order that could delay EV sales penalties,"04/04/2025, 07:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
From tariffs to Tesla crash: Why this was a terrible week for Elon Musk,"04/04/2025, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Boeing Stock Sinks to 2 1/2-Year Low Amid Trump Tariff-Fueled Sell-off,"04/04/2025, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Tesla Launches FSD Early Access Program for AI4 Vehicles, It Comes With Strings Attached","04/04/2025, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla Has a Problem — and It’s Not Just Elon Musk’s Politics,"04/04/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla expands Early Access Program (EAP) for early Full Self-Driving testing,"04/04/2025, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Gov. Moore’s executive order could delay fines for car companies as EV sales lag,"04/04/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Stock Is Crashing Real Bad,"04/05/2025, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
"Tesla launches FSD Early Access Program in the US, here’s how to enroll your car in it","04/05/2025, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla Europe shares FSD test video weeks ahead of launch target,"04/05/2025, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Electric vehicle market growth stalls in Washington state amid falling Tesla sales,"04/05/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla’s Recall Fix Left This Cybertruck With A Burn Mark And Panel Gap,"04/06/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"£10,000 invested in Tesla stock at its peak in 2024 is now worth…","04/06/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla celebrates key milestone for 4680 battery cell production cost,"04/06/2025, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Nio Stock (NIO) Plummets as Chinese EV Competition Heats Up,"04/06/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
What EV sales slump? Illinois’ EV sales outpace the nation by 4:1,"04/06/2025, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Markets News, April 7, 2025: S&P 500, Dow Close Lower After a Wild Day of Trading Amid Tariff Uncertainty; Nasdaq Inches Higher","04/07/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
US tariffs on Chinese lithium battery materials create winners and losers in global supply chain,"04/07/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Insurance stops penalizing forward colision warnings after getting sued for ‘fake’ alerts,"04/07/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla shares plunge below Lutnick’s ‘never this cheap’ level,"04/07/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
A Tesla Bull Spends A Day Testing Waymo In Phoenix,"04/07/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla: More Short-Term Pain Before Long Term Gains From Next Industrial Revolution (TSLA),"04/07/2025, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Warren Buffett’s decision to sit on $300B cash pile pays off — as 500 richest moguls lose half a trillion dollars,"04/07/2025, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Alibaba, China Tech Stocks Slide Further As Trump Threatens New 50% Tariffs On China","04/07/2025, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Donald Trump says he is not looking at pausing tariffs as US markets close after rocky day – as it happened,"04/07/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla shares bounce back after hitting nearly 10% low at Wall Street open amid global market crash over Trump tariffs,"04/07/2025, 07:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Sorry, Howard: Tesla stock drops below a level plugged by Trump's commerce secretary as 'cheap'","04/07/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Trump strategy threatens critical mineral supplies for clean power,"04/07/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Britain to relax EV targets as automakers reel from tariffs,"04/07/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla shares drop amid auto tariffs and ‘brand crisis’,"04/07/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Global markets close after volatile day fuelled by U.S. tariff fears,"04/07/2025, 08:56 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Goldman Sachs Cuts GDP Estimate, Raises Risk of Recession Amid Tariff Rout","04/07/2025, 12:48 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Stock market today: Dow, S&P 500, Nasdaq recover in stunning turnaround amid Trump tariff turmoil","04/07/2025, 02:25 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla (TSLA) Bull, Base, & Bear Price Prediction and Forecast","04/07/2025, 04:52 PM, +0000 UTC",0.5,0.5,0.25,0.25
Why Tesla Retail Investors Keep 'Undying Faith' When Vehicle Sales and Stock Sink,"04/07/2025, 07:12 PM, +0000 UTC",0.4,0.6,0.16,0.36
How Valens Semiconductor is Transforming Autonomous Driving with Breakthrough Chipsets,"04/07/2025, 11:24 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
S&P 500 and dow close lower amid market turmoil over tariffs and inflation concerns,"04/08/2025, 02:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
BYD Flags Bumper First-Quarter Profit as Sales Top 1 Million,"04/08/2025, 06:23 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla reportedly stops accepting Cybertrucks trade-ins as unsold trucks pile up,"04/08/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"“Elon, we have a problem:” Tesla share of Europe car market falls by half","04/08/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Elon Musk clashes with Trump as Tesla sinks 38% over China tariffs,"04/08/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, April 8, 2025: Stocks Close Sharply Lower as High Volatility Persists Amid Concerns About Tariffs","04/08/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla China focuses on exports as Q2 begins,"04/08/2025, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Musk Moves to Exit 11th-Hour Delaware Lawsuit by Tesla Investors,"04/08/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Elon Musk’s Net Worth in 2025: Full Breakdown,"04/08/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Round One of ‘Blade Runner 2049’ Legal Battle Over AI Images Goes to Warner Bros. and Elon Musk,"04/08/2025, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Elon Musk faces $134 billion blow in 2025: How Trump tariffs triggered a Tesla tumble,"04/08/2025, 09:27 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Aqua Metals Pioneers Domestic LFP Recycling with Breakthrough Bench-Scale Testing,"04/08/2025, 12:00 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Trump tariffs day 5 as it happened: US to proceed with extra 50% tariff on China; US stocks resume sell-off,"04/08/2025, 08:56 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Blade Runner 2049 AI Lawsuit Rules That Elon Musk's Tesla Can Still Be Sued for Copyright Infringement,"04/08/2025, 09:31 PM, +0000 UTC",0.4,0.6,0.16,0.36
"Trump tariffs live updates: US moves forward with 104% China tariffs, other 'reciprocal' duties","04/08/2025, 11:18 PM, +0000 UTC",0.35,0.65,0.1224999999999999,0.4225
South Korea's Kia cuts EV sales target by more than 20% for 2030,"04/09/2025, 05:20 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"OpenAI countersues Elon Musk, claims harassment","04/09/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla sells 74,127 cars in China in Mar, exports 4,701 from Shanghai plant","04/09/2025, 08:22 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Trump tariffs live updates: US has moved forward with 104% China tariffs, other 'reciprocal' duties go into effect","04/09/2025, 10:29 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla Teases FSD in Europe With New Video,"04/09/2025, 10:45 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Europe Market Share Declines By Staggering 50% in One Year,"04/09/2025, 11:31 AM, +0000 UTC",0.1,0.9,0.01,0.81
Trump tariffs live updates: China hits back by raising tariff on US goods to 84% after Trump's 'reciprocal' duties take effect,"04/09/2025, 11:44 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Volkswagen's EV sales rise in Europe, plunge in China","04/09/2025, 02:12 PM, +0000 UTC",0.5,0.5,0.25,0.25
"US Stock Market Live Updates | Dow Jones Today: Nasdaq, S&P rise 1% at open after China raises tariffs on...","04/09/2025, 02:47 PM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Volkswagen is ‘shifting into the fast lane’ as EV sales climb 59%, double in Europe","04/09/2025, 04:46 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Another victim of Trump’s tariffs: California’s electric vehicle ambitions,"04/09/2025, 07:00 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Elon Musk’s Tesla Has Competition in Jeff Bezos’s Secretive EV Startup,"04/09/2025, 09:06 PM, +0000 UTC",0.5,0.5,0.25,0.25
Donald Trump blames 90-day tariff pause on people ‘getting afraid’,"04/09/2025, 09:53 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Musk’s Doge fired self-drive car safety experts at agency that regulates Tesla,"04/10/2025, 04:01 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla shares retreat following sharpest rally since 2013,"04/10/2025, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Threatens Lawsuit After Canada Freezes $30M EV Rebates,"04/10/2025, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla’s Cybertruck now sells for far less than the expected $100K,"04/10/2025, 12:00 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Automakers' share of China NEV market in Mar: BYD No. 1 with 29.3%, Tesla No. 3 with 7.5%","04/10/2025, 12:46 PM, +0000 UTC",0.6,0.4,0.36,0.16
"I Couldn't See 100ft Ahead In My Cybertruck, But FSD Couldn’t See Anything Either, And Not a Single Car Showed","04/10/2025, 12:50 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Trump tariffs live updates: EU matches Trump's 90-day pause on tariffs kicking in,"04/10/2025, 12:59 PM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla launches in Saudi Arabia amid Chinese competition and tumbling sales,"04/10/2025, 01:03 PM, +0000 UTC",0.4,0.6,0.16,0.36
Polestar EV sales jump in Q1 on discounts like its ‘Tesla conquest’ bonus,"04/10/2025, 02:23 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
VW profits down 40% as it sets aside cash for missing EV targets,"04/10/2025, 02:30 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
New Tesla Features Coming: Tire Fill Assist and Routing Improvements,"04/10/2025, 03:00 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Possible lawsuit pressures Tesla to remove collision alerts from safety score program,"04/10/2025, 03:31 PM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Trump tariffs live updates: US-China trade war reality sets in amid wider 'reciprocal' pause,"04/10/2025, 03:32 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"US stock market today: Major indexes tank - Dow Jones plunges over 900 points, Nasdaq and S&P 500 sink as investors sell off Tesla, Nvidia, bank stocks amid rising caution over rate fears and earnings pressure","04/10/2025, 04:55 PM, +0000 UTC",0.05,0.95,0.0025,0.9025
U.S. Electric Vehicle Sales Increase More Than 10% Year Over Year in Q1: GM Drives EV Growth While Tesla Declines,"04/10/2025, 05:00 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Cracks are forming in Elon Musk’s armor of lies,"04/10/2025, 05:10 PM, +0000 UTC",0.1,0.9,0.01,0.81
Markets Soar After Trump Backs Down on Tariffs,"04/10/2025, 06:00 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Wall Street continues to sour on Tesla stock with the trade war set to weigh on the EV maker,"04/10/2025, 06:22 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
EV maker Polestar lures disgruntled Tesla owners with discounts,"04/10/2025, 07:15 PM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Stock Booked Its Second-Best Day Gain Ever. Here's Why Analysts Cut Price Targets.,"04/10/2025, 08:04 PM, +0000 UTC",0.4,0.6,0.16,0.36
"Stock market today: Dow slides 1,000 points, Nasdaq, S&P 500 clobbered as stocks resume Trump tariff sell-off","04/10/2025, 08:04 PM, +0000 UTC",0.05,0.95,0.0025,0.9025
NHTSA staffers evaluating the risks of self-driving cars were reportedly fired by DOGE,"04/10/2025, 08:12 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
BYD Maintains Lead in China's NEV Market With 29.3% Share in March; Tesla Rises to No. 3,"04/10/2025, 08:22 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
How EV makers in China are ramping up competition: No down payment and 5-year interest-free loans,"04/10/2025, 08:30 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Stock Took a Dive. 3 Big Problems Face the EV Maker.,"04/10/2025, 08:57 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla Stock Has More Downside in It, Says UBS","04/10/2025, 11:42 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla: EV Market Pressures, Rising Competition, And Musk’s Branding Crisis (NASDAQ:TSLA)","04/11/2025, 02:16 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Japan’s Shift from Lithium to Sodium Batteries: A Strategic Pivot in Energy Storage and Supply Chain Resilience,"04/11/2025, 03:40 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"China Mar NEV sales at 1,237,000, up 38.7% from Feb, CAAM data show","04/11/2025, 07:23 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"China's GEM to Build Lithium Battery Materials Supply Chain in Indonesia With EcoPro, Local Miners","04/11/2025, 07:47 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Polestar Shuts Stores in China, Exits EV Sales Joint Venture","04/11/2025, 09:07 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Charges into Saudi Arabia: EV Gamble or Grand Slam?,"04/11/2025, 09:10 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Halts Orders in China on U.S. Imported Models,"04/11/2025, 09:19 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Changan Auto Gains After Chinese Carmaker Forecasts Uptick in First-Quarter Profit,"04/11/2025, 10:02 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla Suspends US-Made Car Sales in China After Tariffs Spike to 145%,"04/11/2025, 10:15 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"As Tesla EV Sales Dip, Lucid Looks To Expand And Tesla Enters Saudi Arabia","04/11/2025, 11:06 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"XPeng Deliveries Surge 3X in China, Should Tesla Be Worried?","04/11/2025, 11:15 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Polestar shuts Stores in China, exits EV sales joint venture","04/11/2025, 01:01 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Can Tesla Get Back Sales With Price Cuts?,"04/11/2025, 01:15 PM, +0000 UTC",0.5,0.5,0.25,0.25
Cybertruck owners beware. Tesla recalls hundreds of vehicles in GA,"04/11/2025, 01:37 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla U.S. Sales Plunge as G.M. and Others Make Gains,"04/11/2025, 01:53 PM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
"Musk finally launches a new low-cost $70,000 Cybertruck—but Tesla fans and investors anticipate little demand","04/11/2025, 02:25 PM, +0000 UTC",0.4,0.6,0.16,0.36
"New GM, Porsche and Honda EVs boost US sales: Here’s a look at the top sellers in Q1","04/11/2025, 02:42 PM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Tesla, Elon Musk make drastic decision amid U.S.-China trade war","04/11/2025, 03:17 PM, +0000 UTC",0.4,0.6,0.16,0.36
EV Sales Jumped 10% in the First Quarter,"04/11/2025, 04:12 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla adjusts referral program benefits in Canada and the U.S.,"04/11/2025, 04:27 PM, +0000 UTC",0.5,0.5,0.25,0.25
Trump Tariffs Highlights: US consumer sentiment plummets to 1952 levels as trade war with China continues to escalate,"04/11/2025, 05:22 PM, +0000 UTC",0.05,0.95,0.0025,0.9025
"Trump tariffs backfire on Elon Musk, as Tesla pulls U.S.-built models from China","04/11/2025, 06:18 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla’s US sales are worse than what is reported, here’s more accurate data","04/11/2025, 06:55 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
See How Much Tesla Sales Have Slid in an EV Bull Market,"04/11/2025, 08:09 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Stock Has Had Another Wild Week. Shares Need to Hold This Level.,"04/11/2025, 08:20 PM, +0000 UTC",0.5,0.5,0.25,0.25
Billionaire hedge fund manager issues ominous warning about Tesla: 'The valuation is incomprehensible',"04/12/2025, 05:45 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
EV Sales In The U.S. Increased 11.4 Percent Last Quarter,"04/12/2025, 11:30 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla's moment of truth, Trump Media stock spikes, and Warren Buffett wins again: Markets news roundup","04/12/2025, 01:00 PM, +0000 UTC",0.67,0.3299999999999999,0.4489000000000001,0.1088999999999999
Tesla’s stock is set for a ‘death cross’ on Monday: 3 reasons why it’s a risky buy,"04/12/2025, 01:12 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla accused of using sneaky tactic to dodge car repairs,"04/12/2025, 03:47 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Swedish hedge fund billionaire Christer Gardell issues stark Tesla warning, predicts massive valuation cra","04/12/2025, 04:36 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
U.S. EV Sales Shot Up 11% In Q1. Tesla Plunged 9%,"04/12/2025, 06:41 PM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
Former OpenAI employees show support for Musk lawsuit,"04/12/2025, 10:10 PM, +0000 UTC",0.5,0.5,0.25,0.25
Government official calls for lawsuit against Tesla over alleged deception: 'Material misstatements … misled investors',"04/13/2025, 03:30 AM, +0000 UTC",0.1,0.9,0.01,0.81
"US EV Sales Jump In Q1, But The Biggest Losers Might Surprise You","04/13/2025, 01:18 PM, +0000 UTC",0.6,0.4,0.36,0.16
US EV Sales Rise As Tesla Sales Fall,"04/13/2025, 01:31 PM, +0000 UTC",0.5,0.5,0.25,0.25
"Musk's Warning, Harley-Davidson's Boardroom Drama, Tesla's New Trim, EV Sales Surge, And More: This Week In Mobility - Harley-Davidson (NYSE:HOG), Tesla (NASDAQ:TSLA)","04/13/2025, 02:01 PM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
Tesla Threatens Lawsuit After Canada Freezes $30M in EV Rebates,"04/13/2025, 03:00 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
A Tesla Cybertruck Owner Says His Truck Kept Driving 90 MPH into a Construction Zone – Several Cybertruck Owners Share Their Struggles With FSD & Speed Limits,"04/13/2025, 03:41 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
These were the best-selling EV brands in the U.S. in Q1,"04/13/2025, 06:11 PM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla's Model Y and Model 3 remained top sellers in the U.S. in Q1,"04/13/2025, 08:00 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
How tariffs could upend EV adoption in America,"04/14/2025, 03:06 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Stock Plummets 50%: More To Go?,"04/14/2025, 08:30 AM, +0000 UTC",0.1,0.9,0.01,0.81
China Starts Harnessing the Power of Its Massive EV Fleet,"04/14/2025, 09:30 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Our Next Energy pivots to stay alive post-EV market crash,"04/14/2025, 09:45 AM, +0000 UTC",0.4,0.6,0.16,0.36
"CATL Q1 profit jumps 33% even as EV demand slows, battery prices fall","04/14/2025, 11:12 AM, +0000 UTC",0.67,0.3299999999999999,0.4489000000000001,0.1088999999999999
"Tesla Stock (TSLA) Could Face a Shocking Collapse of 95%, Warns Swedish Billionaire Christer Gardell","04/14/2025, 11:59 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
"FSD Unsupervised Already in Production at Tesla Gigafactory Texas, Cybertruck Included","04/14/2025, 12:31 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"In Brazil, China's BYD sees chance to extend global lead in EV sales","04/14/2025, 12:31 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Deploys Unsupervised FSD At Giga Texas To Move Cars From Factory To Lot,"04/14/2025, 12:41 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla sales keep slipping, but EV sales keep climbing – even WITHOUT incentives","04/14/2025, 01:05 PM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
U.S. electric vehicle sales surge despite Tesla’s decline,"04/14/2025, 01:15 PM, +0000 UTC",0.6,0.4,0.36,0.16
"As legacy of Ford fades in Brazil, China’s BYD looks to extend global lead in EV sales","04/14/2025, 01:32 PM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
Non-Tesla US EV Sales Up 472% vs. 2021!,"04/14/2025, 01:54 PM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
BMW Extends Global Lead Over Mercedes as EV Sales Surge,"04/14/2025, 03:00 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla stock climbs over 2% in early trading: why this analyst remains bullish,"04/14/2025, 03:15 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla (NASDAQ: TSLA) Bull, Base, & Bear Price Prediction and Forecast","04/14/2025, 04:43 PM, +0000 UTC",0.5,0.5,0.25,0.25
One Simple Charging Feature Could Could Boost EV Sales: Study,"04/14/2025, 05:07 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla: Even More Bad News (NASDAQ:TSLA),"04/14/2025, 05:22 PM, +0000 UTC",0.0,1.0,0.0,1.0
"Tesla Shows Off Fully Driverless Model Y, Cybertruck at Giga Texas","04/14/2025, 06:40 PM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla Model Y & Model 3 Continue to Dominate US EV Market — But …,"04/14/2025, 06:44 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
EV Sales Are In And One Best Seller Took A Major Hit In Q1,"04/14/2025, 07:28 PM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Stock Earnings Preview: What To Watch For Amid A Bumpy 2025,"04/14/2025, 08:20 PM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Loses Steam In Q1 While US EV Sales Climb: The Winners And Losers,"04/14/2025, 08:36 PM, +0000 UTC",0.45,0.55,0.2025,0.3025
